AccountID:ACC016,IBAN:GR1028374269,InterestRate:1.0,Balance:5426.77,DateCreated:2024-04-07,AccountType:PERSONAL,MainOwnerID:U052,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC017,IBAN:GR1248530835,InterestRate:1.0,Balance:1164.27,DateCreated:2024-12-10,AccountType:BUSINESS,MainOwnerID:BIZ00165,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC018,IBAN:GR1319514815,InterestRate:1.0,Balance:6904.66,DateCreated:2024-10-12,AccountType:PERSONAL,MainOwnerID:U147,SecondaryOwnerIDs:U041|,MaintenanceFee:
AccountID:ACC019,IBAN:GR1543768624,InterestRate:1.0,Balance:633.4,DateCreated:2024-02-20,AccountType:BUSINESS,MainOwnerID:BIZ00048,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC020,IBAN:GR1623082039,InterestRate:1.0,Balance:3108.83,DateCreated:2024-10-02,AccountType:PERSONAL,MainOwnerID:U043,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC021,IBAN:GR1478443699,InterestRate:1.0,Balance:126.29,DateCreated:2024-07-15,AccountType:BUSINESS,MainOwnerID:BIZ00162,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC022,IBAN:GR1260273807,InterestRate:1.0,Balance:7066.8,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:U161,SecondaryOwnerIDs:U133|U098|,MaintenanceFee:
AccountID:ACC023,IBAN:GR1586522221,InterestRate:1.0,Balance:9378.82,DateCreated:2024-12-21,AccountType:BUSINESS,MainOwnerID:BIZ00137,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC024,IBAN:GR1272267691,InterestRate:1.0,Balance:6477.17,DateCreated:2024-11-13,AccountType:PERSONAL,MainOwnerID:U039,SecondaryOwnerIDs:U172|,MaintenanceFee:
AccountID:ACC025,IBAN:GR1676145225,InterestRate:1.0,Balance:3818.37,DateCreated:2024-05-17,AccountType:BUSINESS,MainOwnerID:BIZ00074,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC026,IBAN:GR1736986981,InterestRate:1.0,Balance:1276.29,DateCreated:2024-09-06,AccountType:PERSONAL,MainOwnerID:U125,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC027,IBAN:GR1696194484,InterestRate:1.0,Balance:8860.24,DateCreated:2024-06-25,AccountType:BUSINESS,MainOwnerID:BIZ00006,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC028,IBAN:GR1281978553,InterestRate:1.0,Balance:7355.94,DateCreated:2024-12-20,AccountType:PERSONAL,MainOwnerID:U191,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC029,IBAN:GR1759318812,InterestRate:1.0,Balance:9405.02,DateCreated:2024-04-10,AccountType:BUSINESS,MainOwnerID:BIZ00090,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC030,IBAN:GR1686120810,InterestRate:1.0,Balance:4636.96,DateCreated:2024-04-19,AccountType:PERSONAL,MainOwnerID:U024,SecondaryOwnerIDs:U022|,MaintenanceFee:
AccountID:ACC031,IBAN:GR1505522818,InterestRate:1.0,Balance:1956.27,DateCreated:2024-04-21,AccountType:BUSINESS,MainOwnerID:BIZ00198,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC032,IBAN:GR1392992019,InterestRate:1.0,Balance:4599.66,DateCreated:2024-07-08,AccountType:PERSONAL,MainOwnerID:U003,SecondaryOwnerIDs:U178|,MaintenanceFee:
AccountID:ACC033,IBAN:GR1010561681,InterestRate:1.0,Balance:8590.67,DateCreated:2024-06-25,AccountType:BUSINESS,MainOwnerID:BIZ00068,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC034,IBAN:GR1457636454,InterestRate:1.0,Balance:9717.98,DateCreated:2024-06-07,AccountType:PERSONAL,MainOwnerID:U115,SecondaryOwnerIDs:U160|U109|,MaintenanceFee:
AccountID:ACC035,IBAN:GR1348771646,InterestRate:1.0,Balance:8439.42,DateCreated:2024-01-06,AccountType:BUSINESS,MainOwnerID:BIZ00124,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC036,IBAN:GR1351438492,InterestRate:1.0,Balance:6078.38,DateCreated:2024-08-09,AccountType:PERSONAL,MainOwnerID:U057,SecondaryOwnerIDs:U176|,MaintenanceFee:
AccountID:ACC037,IBAN:GR1304607963,InterestRate:1.0,Balance:1.09,DateCreated:2024-07-15,AccountType:BUSINESS,MainOwnerID:BIZ00121,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC038,IBAN:GR1031651846,InterestRate:1.0,Balance:3942.49,DateCreated:2024-12-05,AccountType:PERSONAL,MainOwnerID:U189,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC039,IBAN:GR1550472684,InterestRate:1.0,Balance:9649.16,DateCreated:2024-12-09,AccountType:BUSINESS,MainOwnerID:BIZ00160,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC040,IBAN:GR1433595372,InterestRate:1.0,Balance:2376.64,DateCreated:2024-12-23,AccountType:PERSONAL,MainOwnerID:U061,SecondaryOwnerIDs:U084|U146|,MaintenanceFee:
AccountID:ACC041,IBAN:GR1820564139,InterestRate:1.0,Balance:174.03,DateCreated:2024-03-15,AccountType:BUSINESS,MainOwnerID:BIZ00095,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC042,IBAN:GR1258737154,InterestRate:1.0,Balance:2228.62,DateCreated:2024-06-28,AccountType:PERSONAL,MainOwnerID:U037,SecondaryOwnerIDs:U192|U141|,MaintenanceFee:
AccountID:ACC043,IBAN:GR1742831710,InterestRate:1.0,Balance:5455.53,DateCreated:2024-09-24,AccountType:BUSINESS,MainOwnerID:BIZ00182,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC044,IBAN:GR1065890006,InterestRate:1.0,Balance:1834.79,DateCreated:2024-02-07,AccountType:PERSONAL,MainOwnerID:U123,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC045,IBAN:GR1105191942,InterestRate:1.0,Balance:7557.76,DateCreated:2024-12-22,AccountType:BUSINESS,MainOwnerID:BIZ00175,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC046,IBAN:GR1040875686,InterestRate:1.0,Balance:428.52,DateCreated:2024-03-11,AccountType:PERSONAL,MainOwnerID:U033,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC047,IBAN:GR1818543467,InterestRate:1.0,Balance:8607.22,DateCreated:2024-10-12,AccountType:BUSINESS,MainOwnerID:BIZ00064,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC048,IBAN:GR1014308620,InterestRate:1.0,Balance:2836.43,DateCreated:2024-03-25,AccountType:PERSONAL,MainOwnerID:U173,SecondaryOwnerIDs:U075|,MaintenanceFee:
AccountID:ACC049,IBAN:GR1288133299,InterestRate:1.0,Balance:3646.63,DateCreated:2024-12-23,AccountType:BUSINESS,MainOwnerID:BIZ00139,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC050,IBAN:GR1483827594,InterestRate:1.0,Balance:508.3,DateCreated:2024-06-26,AccountType:PERSONAL,MainOwnerID:U036,SecondaryOwnerIDs:U103|,MaintenanceFee:
AccountID:ACC051,IBAN:GR1863821234,InterestRate:1.0,Balance:673.22,DateCreated:2024-04-16,AccountType:BUSINESS,MainOwnerID:BIZ00141,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC052,IBAN:GR1759068383,InterestRate:1.0,Balance:490.35,DateCreated:2024-12-12,AccountType:PERSONAL,MainOwnerID:U055,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC053,IBAN:GR1698126900,InterestRate:1.0,Balance:7623.44,DateCreated:2024-05-14,AccountType:BUSINESS,MainOwnerID:BIZ00010,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC054,IBAN:GR1494233778,InterestRate:1.0,Balance:2202.24,DateCreated:2024-02-15,AccountType:PERSONAL,MainOwnerID:U103,SecondaryOwnerIDs:U179|U043|,MaintenanceFee:
AccountID:ACC055,IBAN:GR1734656366,InterestRate:1.0,Balance:2608.94,DateCreated:2024-05-01,AccountType:BUSINESS,MainOwnerID:BIZ00055,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC056,IBAN:GR1045364487,InterestRate:1.0,Balance:2740.27,DateCreated:2024-03-09,AccountType:PERSONAL,MainOwnerID:U170,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC057,IBAN:GR1071779369,InterestRate:1.0,Balance:2733.63,DateCreated:2024-12-20,AccountType:BUSINESS,MainOwnerID:BIZ00004,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC058,IBAN:GR1194953159,InterestRate:1.0,Balance:5797.16,DateCreated:2024-12-03,AccountType:PERSONAL,MainOwnerID:U014,SecondaryOwnerIDs:U058|,MaintenanceFee:
AccountID:ACC059,IBAN:GR1489857053,InterestRate:1.0,Balance:722.95,DateCreated:2024-04-08,AccountType:BUSINESS,MainOwnerID:BIZ00043,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC060,IBAN:GR1180469745,InterestRate:1.0,Balance:4323.65,DateCreated:2024-04-25,AccountType:PERSONAL,MainOwnerID:U136,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC061,IBAN:GR1225464200,InterestRate:1.0,Balance:6571.53,DateCreated:2024-05-12,AccountType:BUSINESS,MainOwnerID:BIZ00059,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC062,IBAN:GR1094444198,InterestRate:1.0,Balance:7671.61,DateCreated:2024-10-01,AccountType:PERSONAL,MainOwnerID:U182,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC063,IBAN:GR1314276593,InterestRate:1.0,Balance:4025.47,DateCreated:2024-08-03,AccountType:BUSINESS,MainOwnerID:BIZ00056,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC064,IBAN:GR1435005414,InterestRate:1.0,Balance:7179.55,DateCreated:2024-03-21,AccountType:PERSONAL,MainOwnerID:U104,SecondaryOwnerIDs:U172|U004|,MaintenanceFee:
AccountID:ACC065,IBAN:GR1465961983,InterestRate:1.0,Balance:6957.71,DateCreated:2024-06-02,AccountType:BUSINESS,MainOwnerID:BIZ00059,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC066,IBAN:GR1883110823,InterestRate:1.0,Balance:6384.69,DateCreated:2024-02-14,AccountType:PERSONAL,MainOwnerID:U072,SecondaryOwnerIDs:U066|,MaintenanceFee:
AccountID:ACC067,IBAN:GR1652446634,InterestRate:1.0,Balance:3315.29,DateCreated:2024-09-16,AccountType:BUSINESS,MainOwnerID:BIZ00078,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC068,IBAN:GR1778931044,InterestRate:1.0,Balance:152.51,DateCreated:2024-12-20,AccountType:PERSONAL,MainOwnerID:U175,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC069,IBAN:GR1325409760,InterestRate:1.0,Balance:4045.28,DateCreated:2024-01-04,AccountType:BUSINESS,MainOwnerID:BIZ00135,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC070,IBAN:GR1640543630,InterestRate:1.0,Balance:1110.01,DateCreated:2024-09-15,AccountType:PERSONAL,MainOwnerID:U015,SecondaryOwnerIDs:U142|,MaintenanceFee:
AccountID:ACC071,IBAN:GR1091305696,InterestRate:1.0,Balance:5923.57,DateCreated:2024-11-14,AccountType:BUSINESS,MainOwnerID:BIZ00107,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC072,IBAN:GR1814148097,InterestRate:1.0,Balance:1464.02,DateCreated:2024-10-23,AccountType:PERSONAL,MainOwnerID:U138,SecondaryOwnerIDs:U030|,MaintenanceFee:
AccountID:ACC073,IBAN:GR1605258260,InterestRate:1.0,Balance:31.21,DateCreated:2024-10-15,AccountType:BUSINESS,MainOwnerID:BIZ00161,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC074,IBAN:GR1252717660,InterestRate:1.0,Balance:616.97,DateCreated:2024-10-22,AccountType:PERSONAL,MainOwnerID:U090,SecondaryOwnerIDs:U031|,MaintenanceFee:
AccountID:ACC075,IBAN:GR1766298705,InterestRate:1.0,Balance:6298.41,DateCreated:2024-01-15,AccountType:BUSINESS,MainOwnerID:BIZ00183,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC076,IBAN:GR1535500702,InterestRate:1.0,Balance:8505.22,DateCreated:2024-03-26,AccountType:PERSONAL,MainOwnerID:U148,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC077,IBAN:GR1734180198,InterestRate:1.0,Balance:7012.9,DateCreated:2024-10-08,AccountType:BUSINESS,MainOwnerID:BIZ00038,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC078,IBAN:GR1441580312,InterestRate:1.0,Balance:9727.1,DateCreated:2024-02-26,AccountType:PERSONAL,MainOwnerID:U040,SecondaryOwnerIDs:U068|,MaintenanceFee:
AccountID:ACC079,IBAN:GR1664415640,InterestRate:1.0,Balance:1393.71,DateCreated:2024-10-26,AccountType:BUSINESS,MainOwnerID:BIZ00184,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC080,IBAN:GR1370265474,InterestRate:1.0,Balance:9101.6,DateCreated:2024-10-20,AccountType:PERSONAL,MainOwnerID:U064,SecondaryOwnerIDs:U017|,MaintenanceFee:
AccountID:ACC081,IBAN:GR1212778018,InterestRate:1.0,Balance:7866.24,DateCreated:2024-10-04,AccountType:BUSINESS,MainOwnerID:BIZ00019,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC082,IBAN:GR1830771909,InterestRate:1.0,Balance:9992.84,DateCreated:2024-01-28,AccountType:PERSONAL,MainOwnerID:U160,SecondaryOwnerIDs:U040|U039|U043|,MaintenanceFee:
AccountID:ACC083,IBAN:GR1791279936,InterestRate:1.0,Balance:7457.49,DateCreated:2024-11-22,AccountType:BUSINESS,MainOwnerID:BIZ00077,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC084,IBAN:GR1515997830,InterestRate:1.0,Balance:2733.2,DateCreated:2024-02-21,AccountType:PERSONAL,MainOwnerID:U094,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC085,IBAN:GR1204100218,InterestRate:1.0,Balance:680.89,DateCreated:2024-11-13,AccountType:BUSINESS,MainOwnerID:BIZ00075,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC086,IBAN:GR1699627788,InterestRate:1.0,Balance:2627.42,DateCreated:2024-02-15,AccountType:PERSONAL,MainOwnerID:U176,SecondaryOwnerIDs:U070|,MaintenanceFee:
AccountID:ACC087,IBAN:GR1398767357,InterestRate:1.0,Balance:1638.06,DateCreated:2024-05-12,AccountType:BUSINESS,MainOwnerID:BIZ00153,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC088,IBAN:GR1871961505,InterestRate:1.0,Balance:9338.68,DateCreated:2024-10-03,AccountType:PERSONAL,MainOwnerID:U134,SecondaryOwnerIDs:U004|,MaintenanceFee:
AccountID:ACC089,IBAN:GR1264844360,InterestRate:1.0,Balance:4287.21,DateCreated:2024-02-08,AccountType:BUSINESS,MainOwnerID:BIZ00047,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC090,IBAN:GR1192300837,InterestRate:1.0,Balance:387.65,DateCreated:2024-05-07,AccountType:PERSONAL,MainOwnerID:U200,SecondaryOwnerIDs:U059|,MaintenanceFee:
AccountID:ACC091,IBAN:GR1680318873,InterestRate:1.0,Balance:1909.83,DateCreated:2024-04-25,AccountType:BUSINESS,MainOwnerID:BIZ00039,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC092,IBAN:GR1882883231,InterestRate:1.0,Balance:3458.07,DateCreated:2024-09-01,AccountType:PERSONAL,MainOwnerID:U132,SecondaryOwnerIDs:U107|U006|,MaintenanceFee:
AccountID:ACC093,IBAN:GR1754715922,InterestRate:1.0,Balance:3836.89,DateCreated:2024-10-13,AccountType:BUSINESS,MainOwnerID:BIZ00098,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC094,IBAN:GR1740277330,InterestRate:1.0,Balance:232.86,DateCreated:2024-06-03,AccountType:PERSONAL,MainOwnerID:U103,SecondaryOwnerIDs:U006|,MaintenanceFee:
AccountID:ACC095,IBAN:GR1240269899,InterestRate:1.0,Balance:5651.86,DateCreated:2024-05-14,AccountType:BUSINESS,MainOwnerID:BIZ00025,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC096,IBAN:GR1000132372,InterestRate:1.0,Balance:3285.32,DateCreated:2024-12-08,AccountType:PERSONAL,MainOwnerID:U119,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC097,IBAN:GR1590003576,InterestRate:1.0,Balance:6108.83,DateCreated:2024-12-01,AccountType:BUSINESS,MainOwnerID:BIZ00001,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC098,IBAN:GR1853011757,InterestRate:1.0,Balance:4010.92,DateCreated:2024-06-05,AccountType:PERSONAL,MainOwnerID:U199,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC099,IBAN:GR1887906578,InterestRate:1.0,Balance:6791.22,DateCreated:2024-06-27,AccountType:BUSINESS,MainOwnerID:BIZ00167,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC100,IBAN:GR1168305748,InterestRate:1.0,Balance:2647.79,DateCreated:2024-02-05,AccountType:PERSONAL,MainOwnerID:U135,SecondaryOwnerIDs:U126|U162|,MaintenanceFee:
AccountID:ACC101,IBAN:GR1537280772,InterestRate:1.0,Balance:1397.2,DateCreated:2024-11-05,AccountType:BUSINESS,MainOwnerID:BIZ00080,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC102,IBAN:GR1185795959,InterestRate:1.0,Balance:9220.45,DateCreated:2024-05-07,AccountType:PERSONAL,MainOwnerID:U106,SecondaryOwnerIDs:U108|U027|U124|,MaintenanceFee:
AccountID:ACC103,IBAN:GR1850717597,InterestRate:1.0,Balance:449.91,DateCreated:2024-09-02,AccountType:BUSINESS,MainOwnerID:BIZ00183,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC104,IBAN:GR1755779913,InterestRate:1.0,Balance:1190.01,DateCreated:2024-08-19,AccountType:PERSONAL,MainOwnerID:U036,SecondaryOwnerIDs:U159|,MaintenanceFee:
AccountID:ACC105,IBAN:GR1283482469,InterestRate:1.0,Balance:3991.66,DateCreated:2024-12-16,AccountType:BUSINESS,MainOwnerID:BIZ00028,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC106,IBAN:GR1104227357,InterestRate:1.0,Balance:2267.84,DateCreated:2024-07-14,AccountType:PERSONAL,MainOwnerID:U067,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC107,IBAN:GR1070477255,InterestRate:1.0,Balance:4667.22,DateCreated:2024-07-24,AccountType:BUSINESS,MainOwnerID:BIZ00199,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC108,IBAN:GR1650033599,InterestRate:1.0,Balance:2093.92,DateCreated:2024-04-14,AccountType:PERSONAL,MainOwnerID:U026,SecondaryOwnerIDs:U041|,MaintenanceFee:
AccountID:ACC109,IBAN:GR1266254239,InterestRate:1.0,Balance:7800.11,DateCreated:2024-05-21,AccountType:BUSINESS,MainOwnerID:BIZ00087,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC110,IBAN:GR1526843397,InterestRate:1.0,Balance:6046.38,DateCreated:2024-05-17,AccountType:PERSONAL,MainOwnerID:U028,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC111,IBAN:GR1745199022,InterestRate:1.0,Balance:7207.37,DateCreated:2024-07-02,AccountType:BUSINESS,MainOwnerID:BIZ00168,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC112,IBAN:GR1836977342,InterestRate:1.0,Balance:4785.04,DateCreated:2024-09-13,AccountType:PERSONAL,MainOwnerID:U176,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC113,IBAN:GR1118692961,InterestRate:1.0,Balance:31.94,DateCreated:2024-10-19,AccountType:BUSINESS,MainOwnerID:BIZ00021,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC114,IBAN:GR1470232488,InterestRate:1.0,Balance:8652.77,DateCreated:2024-03-01,AccountType:PERSONAL,MainOwnerID:U152,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC115,IBAN:GR1773371353,InterestRate:1.0,Balance:5709.12,DateCreated:2024-02-03,AccountType:BUSINESS,MainOwnerID:BIZ00168,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC116,IBAN:GR1658045224,InterestRate:1.0,Balance:9833.39,DateCreated:2024-01-13,AccountType:PERSONAL,MainOwnerID:U057,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC117,IBAN:GR1266356364,InterestRate:1.0,Balance:1873.02,DateCreated:2024-07-19,AccountType:BUSINESS,MainOwnerID:BIZ00013,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC118,IBAN:GR1567912687,InterestRate:1.0,Balance:3214.01,DateCreated:2024-05-15,AccountType:PERSONAL,MainOwnerID:U022,SecondaryOwnerIDs:U066|,MaintenanceFee:
AccountID:ACC119,IBAN:GR1026472845,InterestRate:1.0,Balance:3684.21,DateCreated:2024-02-10,AccountType:BUSINESS,MainOwnerID:BIZ00028,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC120,IBAN:GR1752353893,InterestRate:1.0,Balance:2402.57,DateCreated:2024-01-13,AccountType:PERSONAL,MainOwnerID:U011,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC121,IBAN:GR1671203936,InterestRate:1.0,Balance:2393.1,DateCreated:2024-06-01,AccountType:BUSINESS,MainOwnerID:BIZ00102,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC122,IBAN:GR1239082808,InterestRate:1.0,Balance:7527.74,DateCreated:2024-03-01,AccountType:PERSONAL,MainOwnerID:U192,SecondaryOwnerIDs:U100|,MaintenanceFee:
AccountID:ACC123,IBAN:GR1500415661,InterestRate:1.0,Balance:9575.4,DateCreated:2024-01-12,AccountType:BUSINESS,MainOwnerID:BIZ00120,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC124,IBAN:GR1421039899,InterestRate:1.0,Balance:7624.96,DateCreated:2024-10-21,AccountType:PERSONAL,MainOwnerID:U078,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC125,IBAN:GR1739427735,InterestRate:1.0,Balance:2313.48,DateCreated:2024-10-16,AccountType:BUSINESS,MainOwnerID:BIZ00136,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC126,IBAN:GR1121832349,InterestRate:1.0,Balance:1063.07,DateCreated:2024-12-06,AccountType:PERSONAL,MainOwnerID:U064,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC127,IBAN:GR1815450712,InterestRate:1.0,Balance:499.53,DateCreated:2024-01-03,AccountType:BUSINESS,MainOwnerID:BIZ00182,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC128,IBAN:GR1321996008,InterestRate:1.0,Balance:9334.64,DateCreated:2024-04-07,AccountType:PERSONAL,MainOwnerID:U174,SecondaryOwnerIDs:U136|U003|,MaintenanceFee:
AccountID:ACC129,IBAN:GR1262068188,InterestRate:1.0,Balance:2036.86,DateCreated:2024-03-11,AccountType:BUSINESS,MainOwnerID:BIZ00047,SecondaryOwnerIDs:,MaintenanceFee:5.0
AccountID:ACC130,IBAN:GR1549591592,InterestRate:1.0,Balance:7395.94,DateCreated:2024-08-13,AccountType:PERSONAL,MainOwnerID:U057,SecondaryOwnerIDs:,MaintenanceFee:
AccountID:ACC131,IBAN:GR1245196211,InterestRate:1.0,Balance:4616.39,DateCreated:2024-05-21,AccountType:BUSINESS,MainOwnerID:BIZ00114,SecondaryOwnerIDs:,MaintenanceFee:5.0
